Dato,Temperatur (°C),Temperatur (°C) daglig snitt,Lufttrykk (hPa),Nedbør (mm)
2024-08-27,8.9,13.23819444444444,1013.8,0.1
2024-08-27,8.8,13.23819444444444,1013.8,0.1
2024-08-27,8.7,13.23819444444444,1013.8,0.1
2024-08-27,8.9,13.23819444444444,1013.8,0.1
2024-08-27,9.2,13.23819444444444,1013.8,0.1
2024-08-27,9.5,13.23819444444444,1013.8,0.1
2024-08-27,9.7,13.23819444444444,1013.8,0.1
2024-08-27,10.2,13.23819444444444,1013.8,0.1
2024-08-27,10.2,13.23819444444444,1013.8,0.1
2024-08-27,10.0,13.23819444444444,1013.8,0.1
2024-08-27,9.8,13.23819444444444,1013.8,0.1
2024-08-27,9.7,13.23819444444444,1013.8,0.1
2024-08-27,10.1,13.23819444444444,1013.8,0.1
2024-08-27,10.6,13.23819444444444,1013.8,0.1
2024-08-27,10.8,13.23819444444444,1013.8,0.1
2024-08-27,11.0,13.23819444444444,1013.8,0.1
2024-08-27,11.1,13.23819444444444,1013.8,0.1
2024-08-27,11.2,13.23819444444444,1013.8,0.1
2024-08-27,11.3,13.23819444444444,1013.8,0.1
2024-08-27,11.8,13.23819444444444,1013.8,0.1
2024-08-27,12.2,13.23819444444444,1013.8,0.1
2024-08-27,12.3,13.23819444444444,1013.8,0.1
2024-08-27,12.7,13.23819444444444,1013.8,0.1
2024-08-27,12.5,13.23819444444444,1013.8,0.1
2024-08-27,13.2,13.23819444444444,1013.8,0.1
2024-08-27,13.6,13.23819444444444,1013.8,0.1
2024-08-27,14.2,13.23819444444444,1013.8,0.1
2024-08-27,14.7,13.23819444444444,1013.8,0.1
2024-08-27,15.1,13.23819444444444,1013.8,0.1
2024-08-27,15.2,13.23819444444444,1013.8,0.1
2024-08-27,15.2,13.23819444444444,1013.8,0.1
2024-08-27,15.5,13.23819444444444,1013.8,0.1
2024-08-27,15.5,13.23819444444444,1013.8,0.1
2024-08-27,15.5,13.23819444444444,1013.8,0.1
2024-08-27,15.5,13.23819444444444,1013.8,0.1
2024-08-27,16.1,13.23819444444444,1013.8,0.1
2024-08-27,16.0,13.23819444444444,1013.8,0.1
2024-08-27,15.8,13.23819444444444,1013.8,0.1
2024-08-27,15.9,13.23819444444444,1013.8,0.1
2024-08-27,15.8,13.23819444444444,1013.8,0.1
2024-08-27,15.9,13.23819444444444,1013.8,0.1
2024-08-27,15.7,13.23819444444444,1013.8,0.1
2024-08-27,15.9,13.23819444444444,1013.8,0.1
2024-08-27,15.6,13.23819444444444,1013.8,0.1
2024-08-27,15.3,13.23819444444444,1013.8,0.1
2024-08-27,15.7,13.23819444444444,1013.8,0.1
2024-08-27,15.6,13.23819444444444,1013.8,0.1
2024-08-27,15.8,13.23819444444444,1013.8,0.1
2024-08-27,15.8,13.23819444444444,1013.8,0.1
2024-08-27,15.9,13.23819444444444,1013.8,0.1
2024-08-27,15.5,13.23819444444444,1013.8,0.1
2024-08-27,15.8,13.23819444444444,1013.8,0.1
2024-08-27,16.1,13.23819444444444,1013.8,0.1
2024-08-27,16.3,13.23819444444444,1013.8,0.1
2024-08-27,16.5,13.23819444444444,1013.8,0.1
2024-08-27,16.2,13.23819444444444,1013.8,0.1
2024-08-27,16.4,13.23819444444444,1013.8,0.1
2024-08-27,16.3,13.23819444444444,1013.8,0.1
2024-08-27,16.2,13.23819444444444,1013.8,0.1
2024-08-27,15.9,13.23819444444444,1013.8,0.1
2024-08-27,15.8,13.23819444444444,1013.8,0.1
2024-08-27,15.8,13.23819444444444,1013.8,0.1
2024-08-27,15.8,13.23819444444444,1013.8,0.1
2024-08-27,15.9,13.23819444444444,1013.8,0.1
2024-08-27,16.1,13.23819444444444,1013.8,0.1
2024-08-27,15.9,13.23819444444444,1013.8,0.1
2024-08-27,15.6,13.23819444444444,1013.8,0.1
2024-08-27,15.3,13.23819444444444,1013.8,0.1
2024-08-27,15.3,13.23819444444444,1013.8,0.1
2024-08-27,15.2,13.23819444444444,1013.8,0.1
2024-08-27,15.1,13.23819444444444,1013.8,0.1
2024-08-27,15.0,13.23819444444444,1013.8,0.1
2024-08-27,14.7,13.23819444444444,1013.8,0.1
2024-08-27,14.6,13.23819444444444,1013.8,0.1
2024-08-27,14.5,13.23819444444444,1013.8,0.1
2024-08-27,14.3,13.23819444444444,1013.8,0.1
2024-08-27,14.2,13.23819444444444,1013.8,0.1
2024-08-27,14.0,13.23819444444444,1013.8,0.1
2024-08-27,13.8,13.23819444444444,1013.8,0.1
2024-08-27,13.6,13.23819444444444,1013.8,0.1
2024-08-27,13.4,13.23819444444444,1013.8,0.1
2024-08-27,13.5,13.23819444444444,1013.8,0.1
2024-08-27,13.8,13.23819444444444,1013.8,0.1
2024-08-27,13.7,13.23819444444444,1013.8,0.1
2024-08-27,13.6,13.23819444444444,1013.8,0.1
2024-08-27,13.8,13.23819444444444,1013.8,0.1
2024-08-27,14.0,13.23819444444444,1013.8,0.1
2024-08-27,13.6,13.23819444444444,1013.8,0.1
2024-08-27,13.2,13.23819444444444,1013.8,0.1
2024-08-27,12.9,13.23819444444444,1013.8,0.1
2024-08-27,12.6,13.23819444444444,1013.8,0.1
2024-08-27,12.6,13.23819444444444,1013.8,0.1
2024-08-27,12.5,13.23819444444444,1013.8,0.1
2024-08-27,12.5,13.23819444444444,1013.8,0.1
2024-08-27,12.6,13.23819444444444,1013.8,0.1
2024-08-27,12.7,13.23819444444444,1013.8,0.1
2024-08-27,12.8,13.23819444444444,1013.8,0.1
2024-08-27,12.9,13.23819444444444,1013.8,0.1
2024-08-27,13.2,13.23819444444444,1013.8,0.1
2024-08-27,13.4,13.23819444444444,1013.8,0.1
2024-08-27,13.4,13.23819444444444,1013.8,0.1
2024-08-27,13.6,13.23819444444444,1013.8,0.1
2024-08-27,13.6,13.23819444444444,1013.8,0.1
2024-08-27,13.9,13.23819444444444,1013.8,0.1
2024-08-27,14.3,13.23819444444444,1013.8,0.1
2024-08-27,14.5,13.23819444444444,1013.8,0.1
2024-08-27,14.8,13.23819444444444,1013.8,0.1
2024-08-27,14.9,13.23819444444444,1013.8,0.1
2024-08-27,14.9,13.23819444444444,1013.8,0.1
2024-08-27,15.3,13.23819444444444,1013.8,0.1
2024-08-27,15.3,13.23819444444444,1013.8,0.1
2024-08-27,15.0,13.23819444444444,1013.8,0.1
2024-08-27,15.6,13.23819444444444,1013.8,0.1
2024-08-27,15.8,13.23819444444444,1013.8,0.1
2024-08-27,16.0,13.23819444444444,1013.8,0.1
2024-08-27,16.2,13.23819444444444,1013.8,0.1
2024-08-27,16.1,13.23819444444444,1013.8,0.1
2024-08-28,15.7,17.259722222222226,1014.9,0.8
2024-08-28,15.2,17.259722222222226,1014.9,0.8
2024-08-28,15.1,17.259722222222226,1014.9,0.8
2024-08-28,14.8,17.259722222222226,1014.9,0.8
2024-08-28,14.4,17.259722222222226,1014.9,0.8
2024-08-28,14.5,17.259722222222226,1014.9,0.8
2024-08-28,14.5,17.259722222222226,1014.9,0.8
2024-08-28,14.0,17.259722222222226,1014.9,0.8
2024-08-28,14.0,17.259722222222226,1014.9,0.8
2024-08-28,14.4,17.259722222222226,1014.9,0.8
2024-08-28,14.6,17.259722222222226,1014.9,0.8
2024-08-28,14.8,17.259722222222226,1014.9,0.8
2024-08-28,16.3,17.259722222222226,1014.9,0.8
2024-08-28,16.7,17.259722222222226,1014.9,0.8
2024-08-28,16.7,17.259722222222226,1014.9,0.8
2024-08-28,16.1,17.259722222222226,1014.9,0.8
2024-08-28,16.7,17.259722222222226,1014.9,0.8
2024-08-28,15.9,17.259722222222226,1014.9,0.8
2024-08-28,15.1,17.259722222222226,1014.9,0.8
2024-08-28,14.7,17.259722222222226,1014.9,0.8
2024-08-28,14.3,17.259722222222226,1014.9,0.8
2024-08-28,14.6,17.259722222222226,1014.9,0.8
2024-08-28,15.1,17.259722222222226,1014.9,0.8
2024-08-28,15.2,17.259722222222226,1014.9,0.8
2024-08-28,16.9,17.259722222222226,1014.9,0.8
2024-08-28,17.1,17.259722222222226,1014.9,0.8
2024-08-28,16.9,17.259722222222226,1014.9,0.8
2024-08-28,17.0,17.259722222222226,1014.9,0.8
2024-08-28,17.1,17.259722222222226,1014.9,0.8
2024-08-28,17.3,17.259722222222226,1014.9,0.8
2024-08-28,17.1,17.259722222222226,1014.9,0.8
2024-08-28,17.1,17.259722222222226,1014.9,0.8
2024-08-28,17.1,17.259722222222226,1014.9,0.8
2024-08-28,17.1,17.259722222222226,1014.9,0.8
2024-08-28,17.2,17.259722222222226,1014.9,0.8
2024-08-28,17.3,17.259722222222226,1014.9,0.8
2024-08-28,17.1,17.259722222222226,1014.9,0.8
2024-08-28,17.3,17.259722222222226,1014.9,0.8
2024-08-28,17.4,17.259722222222226,1014.9,0.8
2024-08-28,17.4,17.259722222222226,1014.9,0.8
2024-08-28,17.5,17.259722222222226,1014.9,0.8
2024-08-28,17.5,17.259722222222226,1014.9,0.8
2024-08-28,17.4,17.259722222222226,1014.9,0.8
2024-08-28,17.3,17.259722222222226,1014.9,0.8
2024-08-28,17.4,17.259722222222226,1014.9,0.8
2024-08-28,17.4,17.259722222222226,1014.9,0.8
2024-08-28,17.4,17.259722222222226,1014.9,0.8
2024-08-28,17.5,17.259722222222226,1014.9,0.8
2024-08-28,17.2,17.259722222222226,1014.9,0.8
2024-08-28,16.8,17.259722222222226,1014.9,0.8
2024-08-28,17.1,17.259722222222226,1014.9,0.8
2024-08-28,18.2,17.259722222222226,1014.9,0.8
2024-08-28,18.3,17.259722222222226,1014.9,0.8
2024-08-28,17.8,17.259722222222226,1014.9,0.8
2024-08-28,17.8,17.259722222222226,1014.9,0.8
2024-08-28,18.1,17.259722222222226,1014.9,0.8
2024-08-28,18.6,17.259722222222226,1014.9,0.8
2024-08-28,18.8,17.259722222222226,1014.9,0.8
2024-08-28,19.0,17.259722222222226,1014.9,0.8
2024-08-28,18.7,17.259722222222226,1014.9,0.8
2024-08-28,18.5,17.259722222222226,1014.9,0.8
2024-08-28,18.5,17.259722222222226,1014.9,0.8
2024-08-28,18.6,17.259722222222226,1014.9,0.8
2024-08-28,18.8,17.259722222222226,1014.9,0.8
2024-08-28,19.0,17.259722222222226,1014.9,0.8
2024-08-28,19.5,17.259722222222226,1014.9,0.8
2024-08-28,19.2,17.259722222222226,1014.9,0.8
2024-08-28,19.1,17.259722222222226,1014.9,0.8
2024-08-28,19.7,17.259722222222226,1014.9,0.8
2024-08-28,19.9,17.259722222222226,1014.9,0.8
2024-08-28,19.9,17.259722222222226,1014.9,0.8
2024-08-28,20.4,17.259722222222226,1014.9,0.8
2024-08-28,20.2,17.259722222222226,1014.9,0.8
2024-08-28,20.0,17.259722222222226,1014.9,0.8
2024-08-28,19.7,17.259722222222226,1014.9,0.8
2024-08-28,19.8,17.259722222222226,1014.9,0.8
2024-08-28,19.5,17.259722222222226,1014.9,0.8
2024-08-28,19.9,17.259722222222226,1014.9,0.8
2024-08-28,20.3,17.259722222222226,1014.9,0.8
2024-08-28,19.7,17.259722222222226,1014.9,0.8
2024-08-28,19.5,17.259722222222226,1014.9,0.8
2024-08-28,19.8,17.259722222222226,1014.9,0.8
2024-08-28,19.8,17.259722222222226,1014.9,0.8
2024-08-28,19.9,17.259722222222226,1014.9,0.8
2024-08-28,19.8,17.259722222222226,1014.9,0.8
2024-08-28,19.9,17.259722222222226,1014.9,0.8
2024-08-28,19.9,17.259722222222226,1014.9,0.8
2024-08-28,20.0,17.259722222222226,1014.9,0.8
2024-08-28,19.8,17.259722222222226,1014.9,0.8
2024-08-28,19.5,17.259722222222226,1014.9,0.8
2024-08-28,19.3,17.259722222222226,1014.9,0.8
2024-08-28,19.3,17.259722222222226,1014.9,0.8
2024-08-28,19.5,17.259722222222226,1014.9,0.8
2024-08-28,19.9,17.259722222222226,1014.9,0.8
2024-08-28,19.8,17.259722222222226,1014.9,0.8
2024-08-28,19.3,17.259722222222226,1014.9,0.8
2024-08-28,19.6,17.259722222222226,1014.9,0.8
2024-08-28,20.0,17.259722222222226,1014.9,0.8
2024-08-28,19.9,17.259722222222226,1014.9,0.8
2024-08-28,19.2,17.259722222222226,1014.9,0.8
2024-08-28,18.9,17.259722222222226,1014.9,0.8
2024-08-28,18.8,17.259722222222226,1014.9,0.8
2024-08-28,18.6,17.259722222222226,1014.9,0.8
2024-08-28,18.4,17.259722222222226,1014.9,0.8
2024-08-28,18.2,17.259722222222226,1014.9,0.8
2024-08-28,18.0,17.259722222222226,1014.9,0.8
2024-08-28,17.9,17.259722222222226,1014.9,0.8
2024-08-28,17.7,17.259722222222226,1014.9,0.8
2024-08-28,17.4,17.259722222222226,1014.9,0.8
2024-08-28,17.4,17.259722222222226,1014.9,0.8
2024-08-28,17.2,17.259722222222226,1014.9,0.8
2024-08-28,17.0,17.259722222222226,1014.9,0.8
2024-08-28,16.6,17.259722222222226,1014.9,0.8
2024-08-28,16.2,17.259722222222226,1014.9,0.8
2024-08-28,16.0,17.259722222222226,1014.9,0.8
2024-08-28,15.6,17.259722222222226,1014.9,0.8
2024-08-28,15.3,17.259722222222226,1014.9,0.8
2024-08-28,15.7,17.259722222222226,1014.9,0.8
2024-08-28,15.5,17.259722222222226,1014.9,0.8
2024-08-28,15.4,17.259722222222226,1014.9,0.8
2024-08-28,14.9,17.259722222222226,1014.9,0.8
2024-08-28,14.7,17.259722222222226,1014.9,0.8
2024-08-28,14.7,17.259722222222226,1014.9,0.8
2024-08-28,14.3,17.259722222222226,1014.9,0.8
2024-08-28,14.0,17.259722222222226,1014.9,0.8
2024-08-28,14.4,17.259722222222226,1014.9,0.8
2024-08-28,14.3,17.259722222222226,1014.9,0.8
2024-08-28,14.4,17.259722222222226,1014.9,0.8
2024-08-28,14.3,17.259722222222226,1014.9,0.8
2024-08-28,14.5,17.259722222222226,1014.9,0.8
2024-08-28,14.8,17.259722222222226,1014.9,0.8
2024-08-28,15.2,17.259722222222226,1014.9,0.8
2024-08-28,15.6,17.259722222222226,1014.9,0.8
2024-08-28,15.8,17.259722222222226,1014.9,0.8
2024-08-28,15.6,17.259722222222226,1014.9,0.8
2024-08-28,15.5,17.259722222222226,1014.9,0.8
2024-08-28,15.5,17.259722222222226,1014.9,0.8
2024-08-28,16.1,17.259722222222226,1014.9,0.8
2024-08-28,16.2,17.259722222222226,1014.9,0.8
2024-08-28,15.2,17.259722222222226,1014.9,0.8
2024-08-28,15.3,17.259722222222226,1014.9,0.8
2024-08-28,16.1,17.259722222222226,1014.9,0.8
2024-08-28,17.1,17.259722222222226,1014.9,0.8
2024-08-28,17.6,17.259722222222226,1014.9,0.8
2024-08-29,18.5,17.976388888888884,1011.0,0.6
2024-08-29,18.7,17.976388888888884,1011.0,0.6
2024-08-29,18.5,17.976388888888884,1011.0,0.6
2024-08-29,18.1,17.976388888888884,1011.0,0.6
2024-08-29,17.8,17.976388888888884,1011.0,0.6
2024-08-29,17.5,17.976388888888884,1011.0,0.6
2024-08-29,17.4,17.976388888888884,1011.0,0.6
2024-08-29,17.2,17.976388888888884,1011.0,0.6
2024-08-29,17.1,17.976388888888884,1011.0,0.6
2024-08-29,17.3,17.976388888888884,1011.0,0.6
2024-08-29,17.4,17.976388888888884,1011.0,0.6
2024-08-29,17.1,17.976388888888884,1011.0,0.6
2024-08-29,17.0,17.976388888888884,1011.0,0.6
2024-08-29,16.8,17.976388888888884,1011.0,0.6
2024-08-29,16.4,17.976388888888884,1011.0,0.6
2024-08-29,16.3,17.976388888888884,1011.0,0.6
2024-08-29,16.5,17.976388888888884,1011.0,0.6
2024-08-29,16.4,17.976388888888884,1011.0,0.6
2024-08-29,15.9,17.976388888888884,1011.0,0.6
2024-08-29,15.8,17.976388888888884,1011.0,0.6
2024-08-29,16.1,17.976388888888884,1011.0,0.6
2024-08-29,15.8,17.976388888888884,1011.0,0.6
2024-08-29,15.6,17.976388888888884,1011.0,0.6
2024-08-29,15.1,17.976388888888884,1011.0,0.6
2024-08-29,15.0,17.976388888888884,1011.0,0.6
2024-08-29,15.1,17.976388888888884,1011.0,0.6
2024-08-29,14.8,17.976388888888884,1011.0,0.6
2024-08-29,14.9,17.976388888888884,1011.0,0.6
2024-08-29,15.9,17.976388888888884,1011.0,0.6
2024-08-29,16.3,17.976388888888884,1011.0,0.6
2024-08-29,15.8,17.976388888888884,1011.0,0.6
2024-08-29,16.0,17.976388888888884,1011.0,0.6
2024-08-29,15.8,17.976388888888884,1011.0,0.6
2024-08-29,16.6,17.976388888888884,1011.0,0.6
2024-08-29,16.7,17.976388888888884,1011.0,0.6
2024-08-29,17.4,17.976388888888884,1011.0,0.6
2024-08-29,17.2,17.976388888888884,1011.0,0.6
2024-08-29,17.8,17.976388888888884,1011.0,0.6
2024-08-29,18.2,17.976388888888884,1011.0,0.6
2024-08-29,18.4,17.976388888888884,1011.0,0.6
2024-08-29,18.4,17.976388888888884,1011.0,0.6
2024-08-29,18.7,17.976388888888884,1011.0,0.6
2024-08-29,19.0,17.976388888888884,1011.0,0.6
2024-08-29,18.9,17.976388888888884,1011.0,0.6
2024-08-29,18.8,17.976388888888884,1011.0,0.6
2024-08-29,18.6,17.976388888888884,1011.0,0.6
2024-08-29,18.6,17.976388888888884,1011.0,0.6
2024-08-29,18.5,17.976388888888884,1011.0,0.6
2024-08-29,18.8,17.976388888888884,1011.0,0.6
2024-08-29,18.8,17.976388888888884,1011.0,0.6
2024-08-29,19.2,17.976388888888884,1011.0,0.6
2024-08-29,19.4,17.976388888888884,1011.0,0.6
2024-08-29,19.4,17.976388888888884,1011.0,0.6
2024-08-29,19.2,17.976388888888884,1011.0,0.6
2024-08-29,19.2,17.976388888888884,1011.0,0.6
2024-08-29,19.2,17.976388888888884,1011.0,0.6
2024-08-29,19.4,17.976388888888884,1011.0,0.6
2024-08-29,19.5,17.976388888888884,1011.0,0.6
2024-08-29,19.5,17.976388888888884,1011.0,0.6
2024-08-29,19.7,17.976388888888884,1011.0,0.6
2024-08-29,19.6,17.976388888888884,1011.0,0.6
2024-08-29,19.6,17.976388888888884,1011.0,0.6
2024-08-29,19.9,17.976388888888884,1011.0,0.6
2024-08-29,19.9,17.976388888888884,1011.0,0.6
2024-08-29,20.0,17.976388888888884,1011.0,0.6
2024-08-29,20.2,17.976388888888884,1011.0,0.6
2024-08-29,20.3,17.976388888888884,1011.0,0.6
2024-08-29,20.4,17.976388888888884,1011.0,0.6
2024-08-29,20.6,17.976388888888884,1011.0,0.6
2024-08-29,20.8,17.976388888888884,1011.0,0.6
2024-08-29,21.1,17.976388888888884,1011.0,0.6
2024-08-29,21.1,17.976388888888884,1011.0,0.6
2024-08-29,21.4,17.976388888888884,1011.0,0.6
2024-08-29,21.3,17.976388888888884,1011.0,0.6
2024-08-29,21.6,17.976388888888884,1011.0,0.6
2024-08-29,22.6,17.976388888888884,1011.0,0.6
2024-08-29,22.9,17.976388888888884,1011.0,0.6
2024-08-29,22.5,17.976388888888884,1011.0,0.6
2024-08-29,22.1,17.976388888888884,1011.0,0.6
2024-08-29,22.1,17.976388888888884,1011.0,0.6
2024-08-29,22.1,17.976388888888884,1011.0,0.6
2024-08-29,22.1,17.976388888888884,1011.0,0.6
2024-08-29,22.1,17.976388888888884,1011.0,0.6
2024-08-29,22.1,17.976388888888884,1011.0,0.6
2024-08-29,22.1,17.976388888888884,1011.0,0.6
2024-08-29,22.1,17.976388888888884,1011.0,0.6
2024-08-29,22.0,17.976388888888884,1011.0,0.6
2024-08-29,21.9,17.976388888888884,1011.0,0.6
2024-08-29,21.9,17.976388888888884,1011.0,0.6
2024-08-29,21.7,17.976388888888884,1011.0,0.6
2024-08-29,21.7,17.976388888888884,1011.0,0.6
2024-08-29,21.7,17.976388888888884,1011.0,0.6
2024-08-29,21.5,17.976388888888884,1011.0,0.6
2024-08-29,21.5,17.976388888888884,1011.0,0.6
2024-08-29,21.5,17.976388888888884,1011.0,0.6
2024-08-29,21.6,17.976388888888884,1011.0,0.6
2024-08-29,21.4,17.976388888888884,1011.0,0.6
2024-08-29,21.4,17.976388888888884,1011.0,0.6
2024-08-29,21.2,17.976388888888884,1011.0,0.6
2024-08-29,21.0,17.976388888888884,1011.0,0.6
2024-08-29,20.7,17.976388888888884,1011.0,0.6
2024-08-29,20.3,17.976388888888884,1011.0,0.6
2024-08-29,19.7,17.976388888888884,1011.0,0.6
2024-08-29,19.6,17.976388888888884,1011.0,0.6
2024-08-29,19.1,17.976388888888884,1011.0,0.6
2024-08-29,18.2,17.976388888888884,1011.0,0.6
2024-08-29,17.9,17.976388888888884,1011.0,0.6
2024-08-29,17.6,17.976388888888884,1011.0,0.6
2024-08-29,17.6,17.976388888888884,1011.0,0.6
2024-08-29,17.4,17.976388888888884,1011.0,0.6
2024-08-29,17.5,17.976388888888884,1011.0,0.6
2024-08-29,17.6,17.976388888888884,1011.0,0.6
2024-08-29,17.7,17.976388888888884,1011.0,0.6
2024-08-29,17.5,17.976388888888884,1011.0,0.6
2024-08-29,17.3,17.976388888888884,1011.0,0.6
2024-08-29,17.0,17.976388888888884,1011.0,0.6
2024-08-29,16.9,17.976388888888884,1011.0,0.6
2024-08-29,16.8,17.976388888888884,1011.0,0.6
2024-08-29,16.2,17.976388888888884,1011.0,0.6
2024-08-29,16.2,17.976388888888884,1011.0,0.6
2024-08-29,15.4,17.976388888888884,1011.0,0.6
2024-08-29,15.1,17.976388888888884,1011.0,0.6
2024-08-29,14.7,17.976388888888884,1011.0,0.6
2024-08-29,14.6,17.976388888888884,1011.0,0.6
2024-08-29,14.5,17.976388888888884,1011.0,0.6
2024-08-29,14.3,17.976388888888884,1011.0,0.6
2024-08-29,14.1,17.976388888888884,1011.0,0.6
2024-08-29,14.0,17.976388888888884,1011.0,0.6
2024-08-29,13.9,17.976388888888884,1011.0,0.6
2024-08-29,13.8,17.976388888888884,1011.0,0.6
2024-08-29,13.6,17.976388888888884,1011.0,0.6
2024-08-29,13.6,17.976388888888884,1011.0,0.6
2024-08-29,13.5,17.976388888888884,1011.0,0.6
2024-08-29,13.4,17.976388888888884,1011.0,0.6
2024-08-29,13.1,17.976388888888884,1011.0,0.6
2024-08-29,12.9,17.976388888888884,1011.0,0.6
2024-08-29,12.8,17.976388888888884,1011.0,0.6
2024-08-29,12.9,17.976388888888884,1011.0,0.6
2024-08-29,12.9,17.976388888888884,1011.0,0.6
2024-08-29,12.7,17.976388888888884,1011.0,0.6
2024-08-29,12.6,17.976388888888884,1011.0,0.6
2024-08-29,12.5,17.976388888888884,1011.0,0.6
2024-08-29,12.7,17.976388888888884,1011.0,0.6
2024-08-29,12.6,17.976388888888884,1011.0,0.6
2024-08-30,12.6,12.582638888888887,1014.1,3.8
2024-08-30,12.9,12.582638888888887,1014.1,3.8
2024-08-30,13.0,12.582638888888887,1014.1,3.8
2024-08-30,13.0,12.582638888888887,1014.1,3.8
2024-08-30,13.0,12.582638888888887,1014.1,3.8
2024-08-30,12.8,12.582638888888887,1014.1,3.8
2024-08-30,12.7,12.582638888888887,1014.1,3.8
2024-08-30,12.7,12.582638888888887,1014.1,3.8
2024-08-30,12.6,12.582638888888887,1014.1,3.8
2024-08-30,12.6,12.582638888888887,1014.1,3.8
2024-08-30,12.5,12.582638888888887,1014.1,3.8
2024-08-30,12.6,12.582638888888887,1014.1,3.8
2024-08-30,12.6,12.582638888888887,1014.1,3.8
2024-08-30,12.6,12.582638888888887,1014.1,3.8
2024-08-30,12.6,12.582638888888887,1014.1,3.8
2024-08-30,12.6,12.582638888888887,1014.1,3.8
2024-08-30,12.5,12.582638888888887,1014.1,3.8
2024-08-30,12.5,12.582638888888887,1014.1,3.8
2024-08-30,12.4,12.582638888888887,1014.1,3.8
2024-08-30,12.4,12.582638888888887,1014.1,3.8
2024-08-30,12.3,12.582638888888887,1014.1,3.8
2024-08-30,12.2,12.582638888888887,1014.1,3.8
2024-08-30,12.2,12.582638888888887,1014.1,3.8
2024-08-30,12.1,12.582638888888887,1014.1,3.8
2024-08-30,12.1,12.582638888888887,1014.1,3.8
2024-08-30,12.1,12.582638888888887,1014.1,3.8
2024-08-30,12.1,12.582638888888887,1014.1,3.8
2024-08-30,12.1,12.582638888888887,1014.1,3.8
2024-08-30,12.0,12.582638888888887,1014.1,3.8
2024-08-30,12.0,12.582638888888887,1014.1,3.8
2024-08-30,12.0,12.582638888888887,1014.1,3.8
2024-08-30,11.9,12.582638888888887,1014.1,3.8
2024-08-30,11.8,12.582638888888887,1014.1,3.8
2024-08-30,11.8,12.582638888888887,1014.1,3.8
2024-08-30,11.8,12.582638888888887,1014.1,3.8
2024-08-30,11.9,12.582638888888887,1014.1,3.8
2024-08-30,11.9,12.582638888888887,1014.1,3.8
2024-08-30,11.8,12.582638888888887,1014.1,3.8
2024-08-30,11.9,12.582638888888887,1014.1,3.8
2024-08-30,12.0,12.582638888888887,1014.1,3.8
2024-08-30,12.0,12.582638888888887,1014.1,3.8
2024-08-30,12.2,12.582638888888887,1014.1,3.8
2024-08-30,12.1,12.582638888888887,1014.1,3.8
2024-08-30,12.2,12.582638888888887,1014.1,3.8
2024-08-30,12.2,12.582638888888887,1014.1,3.8
2024-08-30,12.4,12.582638888888887,1014.1,3.8
2024-08-30,13.1,12.582638888888887,1014.1,3.8
2024-08-30,13.0,12.582638888888887,1014.1,3.8
2024-08-30,13.0,12.582638888888887,1014.1,3.8
2024-08-30,12.8,12.582638888888887,1014.1,3.8
2024-08-30,12.8,12.582638888888887,1014.1,3.8
2024-08-30,13.0,12.582638888888887,1014.1,3.8
2024-08-30,13.0,12.582638888888887,1014.1,3.8
2024-08-30,13.3,12.582638888888887,1014.1,3.8
2024-08-30,13.4,12.582638888888887,1014.1,3.8
2024-08-30,13.5,12.582638888888887,1014.1,3.8
2024-08-30,13.7,12.582638888888887,1014.1,3.8
2024-08-30,14.3,12.582638888888887,1014.1,3.8
2024-08-30,15.0,12.582638888888887,1014.1,3.8
2024-08-30,14.6,12.582638888888887,1014.1,3.8
2024-08-30,15.4,12.582638888888887,1014.1,3.8
2024-08-30,15.3,12.582638888888887,1014.1,3.8
2024-08-30,14.8,12.582638888888887,1014.1,3.8
2024-08-30,15.7,12.582638888888887,1014.1,3.8
2024-08-30,15.3,12.582638888888887,1014.1,3.8
2024-08-30,14.9,12.582638888888887,1014.1,3.8
2024-08-30,15.0,12.582638888888887,1014.1,3.8
2024-08-30,15.5,12.582638888888887,1014.1,3.8
2024-08-30,15.4,12.582638888888887,1014.1,3.8
2024-08-30,15.6,12.582638888888887,1014.1,3.8
2024-08-30,15.7,12.582638888888887,1014.1,3.8
2024-08-30,16.0,12.582638888888887,1014.1,3.8
2024-08-30,16.3,12.582638888888887,1014.1,3.8
2024-08-30,16.5,12.582638888888887,1014.1,3.8
2024-08-30,16.5,12.582638888888887,1014.1,3.8
2024-08-30,16.7,12.582638888888887,1014.1,3.8
2024-08-30,16.5,12.582638888888887,1014.1,3.8
2024-08-30,16.5,12.582638888888887,1014.1,3.8
2024-08-30,16.2,12.582638888888887,1014.1,3.8
2024-08-30,15.5,12.582638888888887,1014.1,3.8
2024-08-30,14.9,12.582638888888887,1014.1,3.8
2024-08-30,14.8,12.582638888888887,1014.1,3.8
2024-08-30,14.7,12.582638888888887,1014.1,3.8
2024-08-30,14.4,12.582638888888887,1014.1,3.8
2024-08-30,13.4,12.582638888888887,1014.1,3.8
2024-08-30,12.6,12.582638888888887,1014.1,3.8
2024-08-30,12.3,12.582638888888887,1014.1,3.8
2024-08-30,11.9,12.582638888888887,1014.1,3.8
2024-08-30,11.6,12.582638888888887,1014.1,3.8
2024-08-30,11.6,12.582638888888887,1014.1,3.8
2024-08-30,11.8,12.582638888888887,1014.1,3.8
2024-08-30,11.7,12.582638888888887,1014.1,3.8
2024-08-30,11.8,12.582638888888887,1014.1,3.8
